Tipo de viaje;Concepto turístico;Tipo de dato;Periodo;Total
Viajes de puente;Pernoctaciones;Variación anual;2023T2;28,17
Viajes de puente;Pernoctaciones;Variación anual;2023T1;26,44
Viajes de puente;Pernoctaciones;Variación anual;2022T4;-28,28
Viajes de puente;Pernoctaciones;Variación anual;2022T3;150,56
Viajes de puente;Pernoctaciones;Variación anual;2022T2;25,32
Viajes de puente;Pernoctaciones;Variación anual;2022T1;85,49
Viajes de puente;Pernoctaciones;Variación anual;2021T4;275,09
Viajes de puente;Pernoctaciones;Variación anual;2021T3;-58,3
Viajes de puente;Pernoctaciones;Variación anual;2021T2;443,28
Viajes de puente;Pernoctaciones;Variación anual;2021T1;-19,54
Viajes de puente;Pernoctaciones;Variación anual;2020T4;-79,36
Viajes de puente;Pernoctaciones;Variación anual;2020T3;5,15
Viajes de puente;Pernoctaciones;Variación anual;2020T2;-86,88
Viajes de puente;Pernoctaciones;Variación anual;2020T1;-34,72
Viajes de puente;Pernoctaciones;Variación anual;2019T4;0,64
Viajes de puente;Pernoctaciones;Variación anual;2019T3;5,96
Viajes de puente;Pernoctaciones;Variación anual;2019T2;40
Viajes de puente;Pernoctaciones;Variación anual;2019T1;64,13
Viajes de puente;Pernoctaciones;Variación anual;2018T4;18,29
Viajes de puente;Pernoctaciones;Variación anual;2018T3;4,2
Viajes de puente;Pernoctaciones;Variación anual;2018T2;-38,87
Viajes de puente;Pernoctaciones;Variación anual;2018T1;-54,07
Viajes de puente;Pernoctaciones;Variación anual;2017T4;67,09
Viajes de puente;Pernoctaciones;Variación anual;2017T3;-24,54
Viajes de puente;Pernoctaciones;Variación anual;2017T2;29,97
Viajes de puente;Pernoctaciones;Variación anual;2017T1;52,34
Viajes de puente;Pernoctaciones;Variación anual;2016T4;-14,4
Viajes de puente;Pernoctaciones;Variación anual;2016T3;-1,86
Viajes de puente;Pernoctaciones;Variación anual;2016T2;-21,44
Viajes de puente;Pernoctaciones;Variación anual;2016T1;-21,45
Viajes de puente;Pernoctaciones;Variación anual;2015T4;
Viajes de puente;Pernoctaciones;Variación anual;2015T3;
Viajes de puente;Pernoctaciones;Variación anual;2015T2;
Viajes de puente;Pernoctaciones;Variación anual;2015T1;
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T3;-6,35
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T2;-17,27
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T1;-40,46
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T4;30,68
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T3;12,29
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T2;27,79
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T1;26,44
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T4;6,4
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T3;66,91
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T2;34,84
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T1;85,49
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T4;98,35
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T3;8,86
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T2;184,51
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T1;-19,54
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T4;-65,03
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T3;-46,06
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T2;-76,28
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T1;-34,72
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T4;10,59
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T3;27,23
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T2;44,31
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T1;64,13
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T4;-4,63
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T3;-27,97
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T2;-42,28
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T1;-54,07
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T4;31,7
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T3;8,34
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T2;34,4
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T1;52,34
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T4;-14,06
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T3;-13,84
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T2;-21,44
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T1;-21,45
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T4;
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T3;
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T2;
Viajes de puente;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T1;
Viajes de puente;Gasto total;Valor absoluto;2024T3;623.508,01
Viajes de puente;Gasto total;Valor absoluto;2024T2;745.900,14
Viajes de puente;Gasto total;Valor absoluto;2024T1;149.832,63
Viajes de puente;Gasto total;Valor absoluto;2023T4;1.586.071,06
Viajes de puente;Gasto total;Valor absoluto;2023T3;514.529,12
Viajes de puente;Gasto total;Valor absoluto;2023T2;763.442,08
Viajes de puente;Gasto total;Valor absoluto;2023T1;204.792,44
Viajes de puente;Gasto total;Valor absoluto;2022T4;1.033.430,70
Viajes de puente;Gasto total;Valor absoluto;2022T3;552.765,56
Viajes de puente;Gasto total;Valor absoluto;2022T2;596.737,99
Viajes de puente;Gasto total;Valor absoluto;2022T1;162.037,28
Viajes de puente;Gasto total;Valor absoluto;2021T4;1.268.388,48
Viajes de puente;Gasto total;Valor absoluto;2021T3;178.484,10
Viajes de puente;Gasto total;Valor absoluto;2021T2;386.754,87
Viajes de puente;Gasto total;Valor absoluto;2021T1;38.603,92
Viajes de puente;Gasto total;Valor absoluto;2020T4;251.132,92
Viajes de puente;Gasto total;Valor absoluto;2020T3;370.423,51
Viajes de puente;Gasto total;Valor absoluto;2020T2;54.751,80
Viajes de puente;Gasto total;Valor absoluto;2020T1;104.257,68
Viajes de puente;Gasto total;Valor absoluto;2019T4;1.482.035
Viajes de puente;Gasto total;Valor absoluto;2019T3;422.973,25
Viajes de puente;Gasto total;Valor absoluto;2019T2;605.305,80
Viajes de puente;Gasto total;Valor absoluto;2019T1;147.291,57
Viajes de puente;Gasto total;Valor absoluto;2018T4;1.453.200,16
Viajes de puente;Gasto total;Valor absoluto;2018T3;360.217,39
Viajes de puente;Gasto total;Valor absoluto;2018T2;399.430,40
Viajes de puente;Gasto total;Valor absoluto;2018T1;107.928,68
Viajes de puente;Gasto total;Valor absoluto;2017T4;1.256.250,13
Viajes de puente;Gasto total;Valor absoluto;2017T3;324.609,77
Viajes de puente;Gasto total;Valor absoluto;2017T2;569.426,20
Viajes de puente;Gasto total;Valor absoluto;2017T1;187.236,74
Viajes de puente;Gasto total;Valor absoluto;2016T4;763.992,53
Viajes de puente;Gasto total;Valor absoluto;2016T3;399.301,22
Viajes de puente;Gasto total;Valor absoluto;2016T2;457.838,13
Viajes de puente;Gasto total;Valor absoluto;2016T1;119.366,15
Viajes de puente;Gasto total;Valor absoluto;2015T4;803.010,39
Viajes de puente;Gasto total;Valor absoluto;2015T3;378.918,36
Viajes de puente;Gasto total;Valor absoluto;2015T2;581.197,75
Viajes de puente;Gasto total;Valor absoluto;2015T1;142.534,63
Viajes de puente;Gasto total;Distribución porcentual;2024T3;2,5
Viajes de puente;Gasto total;Distribución porcentual;2024T2;5,4
Viajes de puente;Gasto total;Distribución porcentual;2024T1;1,3
Viajes de puente;Gasto total;Distribución porcentual;2023T4;12,6
Viajes de puente;Gasto total;Distribución porcentual;2023T3;2,2
Viajes de puente;Gasto total;Distribución porcentual;2023T2;5,7
Viajes de puente;Gasto total;Distribución porcentual;2023T1;2,2
Viajes de puente;Gasto total;Distribución porcentual;2022T4;9,8
Viajes de puente;Gasto total;Distribución porcentual;2022T3;2,6
Viajes de puente;Gasto total;Distribución porcentual;2022T2;5,1
Viajes de puente;Gasto total;Distribución porcentual;2022T1;2,3
Viajes de puente;Gasto total;Distribución porcentual;2021T4;15,6
Viajes de puente;Gasto total;Distribución porcentual;2021T3;1,1
Viajes de puente;Gasto total;Distribución porcentual;2021T2;7,2
Viajes de puente;Gasto total;Distribución porcentual;2021T1;1,7
Viajes de puente;Gasto total;Distribución porcentual;2020T4;9,5
Viajes de puente;Gasto total;Distribución porcentual;2020T3;3,4
Viajes de puente;Gasto total;Distribución porcentual;2020T2;4,3
Viajes de puente;Gasto total;Distribución porcentual;2020T1;1,6
Viajes de puente;Gasto total;Distribución porcentual;2019T4;16,4
Viajes de puente;Gasto total;Distribución porcentual;2019T3;2,2
Viajes de puente;Gasto total;Distribución porcentual;2019T2;5,3
Viajes de puente;Gasto total;Distribución porcentual;2019T1;1,8
Viajes de puente;Gasto total;Distribución porcentual;2018T4;16,3
Viajes de puente;Gasto total;Distribución porcentual;2018T3;1,9
Viajes de puente;Gasto total;Distribución porcentual;2018T2;3,6
Viajes de puente;Gasto total;Distribución porcentual;2018T1;1,4
Viajes de puente;Gasto total;Distribución porcentual;2017T4;14,6
Viajes de puente;Gasto total;Distribución porcentual;2017T3;1,8
Viajes de puente;Gasto total;Distribución porcentual;2017T2;5,5
Viajes de puente;Gasto total;Distribución porcentual;2017T1;2,6
Viajes de puente;Gasto total;Distribución porcentual;2016T4;9,4
Viajes de puente;Gasto total;Distribución porcentual;2016T3;2,4
Viajes de puente;Gasto total;Distribución porcentual;2016T2;5,4
Viajes de puente;Gasto total;Distribución porcentual;2016T1;1,5
Viajes de puente;Gasto total;Distribución porcentual;2015T4;10,9
Viajes de puente;Gasto total;Distribución porcentual;2015T3;2,4
Viajes de puente;Gasto total;Distribución porcentual;2015T2;6,5
Viajes de puente;Gasto total;Distribución porcentual;2015T1;2,5
Viajes de puente;Gasto total;Acumulado en lo que va de año;2024T3;1.519.240,77
Viajes de puente;Gasto total;Acumulado en lo que va de año;2024T2;895.732,76
Viajes de puente;Gasto total;Acumulado en lo que va de año;2024T1;149.832,63
Viajes de puente;Gasto total;Acumulado en lo que va de año;2023T4;3.068.834,71
Viajes de puente;Gasto total;Acumulado en lo que va de año;2023T3;1.482.763,64
Viajes de puente;Gasto total;Acumulado en lo que va de año;2023T2;968.234,53
Viajes de puente;Gasto total;Acumulado en lo que va de año;2023T1;204.792,44
Viajes de puente;Gasto total;Acumulado en lo que va de año;2022T4;2.344.971,54
Viajes de puente;Gasto total;Acumulado en lo que va de año;2022T3;1.311.540,83
Viajes de puente;Gasto total;Acumulado en lo que va de año;2022T2;758.775,28
Viajes de puente;Gasto total;Acumulado en lo que va de año;2022T1;162.037,28
Viajes de puente;Gasto total;Acumulado en lo que va de año;2021T4;1.872.231,36
Viajes de puente;Gasto total;Acumulado en lo que va de año;2021T3;603.842,88
Viajes de puente;Gasto total;Acumulado en lo que va de año;2021T2;425.358,79
Viajes de puente;Gasto total;Acumulado en lo que va de año;2021T1;38.603,92
Viajes de puente;Gasto total;Acumulado en lo que va de año;2020T4;780.565,91
Viajes de puente;Gasto total;Acumulado en lo que va de año;2020T3;529.433
Viajes de puente;Gasto total;Acumulado en lo que va de año;2020T2;159.009,48
Viajes de puente;Gasto total;Acumulado en lo que va de año;2020T1;104.257,68
Viajes de puente;Gasto total;Acumulado en lo que va de año;2019T4;2.657.605,62
Viajes de puente;Gasto total;Acumulado en lo que va de año;2019T3;1.175.570,62
Viajes de puente;Gasto total;Acumulado en lo que va de año;2019T2;752.597,37
Viajes de puente;Gasto total;Acumulado en lo que va de año;2019T1;147.291,57
Viajes de puente;Gasto total;Acumulado en lo que va de año;2018T4;2.320.776,64
Viajes de puente;Gasto total;Acumulado en lo que va de año;2018T3;867.576,48
Viajes de puente;Gasto total;Acumulado en lo que va de año;2018T2;507.359,08
Viajes de puente;Gasto total;Acumulado en lo que va de año;2018T1;107.928,68
Viajes de puente;Gasto total;Acumulado en lo que va de año;2017T4;2.337.522,84
Viajes de puente;Gasto total;Acumulado en lo que va de año;2017T3;1.081.272,71
Viajes de puente;Gasto total;Acumulado en lo que va de año;2017T2;756.662,94
Viajes de puente;Gasto total;Acumulado en lo que va de año;2017T1;187.236,74
Viajes de puente;Gasto total;Acumulado en lo que va de año;2016T4;1.740.498,04
Viajes de puente;Gasto total;Acumulado en lo que va de año;2016T3;976.505,51
Viajes de puente;Gasto total;Acumulado en lo que va de año;2016T2;577.204,29
Viajes de puente;Gasto total;Acumulado en lo que va de año;2016T1;119.366,15
Viajes de puente;Gasto total;Acumulado en lo que va de año;2015T4;1.905.661,13
Viajes de puente;Gasto total;Acumulado en lo que va de año;2015T3;1.102.650,74
Viajes de puente;Gasto total;Acumulado en lo que va de año;2015T2;723.732,37
Viajes de puente;Gasto total;Acumulado en lo que va de año;2015T1;142.534,63
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2024T3;3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2024T2;3,5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2024T1;1,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2023T4;5,2
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2023T3;3,2
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2023T2;4,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2023T1;2,2
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2022T4;4,7
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2022T3;3,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2022T2;4,1
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2022T1;2,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2021T4;5,8
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2021T3;2,5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2021T2;5,6
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2021T1;1,7
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2020T4;3,7
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2020T3;2,9
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2020T2;2,1
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2020T1;1,6
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2019T4;5,5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2019T3;3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2019T2;3,8
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2019T1;1,8
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2018T4;4,9
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2018T3;2,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2018T2;2,7
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2018T1;1,4
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2017T4;5,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2017T3;3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2017T2;4,3
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2017T1;2,6
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2016T4;4,2
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2016T3;2,9
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2016T2;3,5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2016T1;1,5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2015T4;5
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2015T3;3,6
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2015T2;4,9
Viajes de puente;Gasto total;Distribución porcentual del acumulado;2015T1;2,5
Viajes de puente;Gasto total;Variación anual;2024T3;21,18
Viajes de puente;Gasto total;Variación anual;2024T2;-2,3
Viajes de puente;Gasto total;Variación anual;2024T1;-26,84
Viajes de puente;Gasto total;Variación anual;2023T4;53,48
Viajes de puente;Gasto total;Variación anual;2023T3;-6,92
Viajes de puente;Gasto total;Variación anual;2023T2;27,94
Viajes de puente;Gasto total;Variación anual;2023T1;26,39
Viajes de puente;Gasto total;Variación anual;2022T4;-18,52
Viajes de puente;Gasto total;Variación anual;2022T3;209,7
Viajes de puente;Gasto total;Variación anual;2022T2;54,29
Viajes de puente;Gasto total;Variación anual;2022T1;319,74
Viajes de puente;Gasto total;Variación anual;2021T4;405,07
Viajes de puente;Gasto total;Variación anual;2021T3;-51,82
Viajes de puente;Gasto total;Variación anual;2021T2;606,38
Viajes de puente;Gasto total;Variación anual;2021T1;-62,97
Viajes de puente;Gasto total;Variación anual;2020T4;-83,05
Viajes de puente;Gasto total;Variación anual;2020T3;-12,42
Viajes de puente;Gasto total;Variación anual;2020T2;-90,95
Viajes de puente;Gasto total;Variación anual;2020T1;-29,22
Viajes de puente;Gasto total;Variación anual;2019T4;1,98
Viajes de puente;Gasto total;Variación anual;2019T3;17,42
Viajes de puente;Gasto total;Variación anual;2019T2;51,54
Viajes de puente;Gasto total;Variación anual;2019T1;36,47
Viajes de puente;Gasto total;Variación anual;2018T4;15,68
Viajes de puente;Gasto total;Variación anual;2018T3;10,97
Viajes de puente;Gasto total;Variación anual;2018T2;-29,85
Viajes de puente;Gasto total;Variación anual;2018T1;-42,36
Viajes de puente;Gasto total;Variación anual;2017T4;64,43
Viajes de puente;Gasto total;Variación anual;2017T3;-18,71
Viajes de puente;Gasto total;Variación anual;2017T2;24,37
Viajes de puente;Gasto total;Variación anual;2017T1;56,86
Viajes de puente;Gasto total;Variación anual;2016T4;-4,86
Viajes de puente;Gasto total;Variación anual;2016T3;5,38
Viajes de puente;Gasto total;Variación anual;2016T2;-21,23
Viajes de puente;Gasto total;Variación anual;2016T1;-16,25
Viajes de puente;Gasto total;Variación anual;2015T4;
Viajes de puente;Gasto total;Variación anual;2015T3;
Viajes de puente;Gasto total;Variación anual;2015T2;
Viajes de puente;Gasto total;Variación anual;2015T1;
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2024T3;2,46
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2024T2;-7,49
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2024T1;-26,84
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2023T4;30,87
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2023T3;13,06
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2023T2;27,6
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2023T1;26,39
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2022T4;25,25
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2022T3;117,2
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2022T2;78,38
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2022T1;319,74
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2021T4;139,86
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2021T3;14,05
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2021T2;167,51
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2021T1;-62,97
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2020T4;-70,63
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2020T3;-54,96
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2020T2;-78,87
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2020T1;-29,22
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2019T4;14,51
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2019T3;35,5
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2019T2;48,34
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2019T1;36,47
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2018T4;-0,72
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2018T3;-19,76
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2018T2;-32,95
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2018T1;-42,36
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2017T4;34,3
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2017T3;10,73
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2017T2;31,09
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2017T1;56,86
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2016T4;-8,67
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2016T3;-11,44
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2016T2;-20,25
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2016T1;-16,25
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2015T4;
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2015T3;
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2015T2;
Viajes de puente;Gasto total;Variación anual del acumulado en lo que va de año;2015T1;
Viajes de puente;Gasto medio por persona;Valor absoluto;2024T3;267,06
Viajes de puente;Gasto medio por persona;Valor absoluto;2024T2;257,28
Viajes de puente;Gasto medio por persona;Valor absoluto;2024T1;277,28
Viajes de puente;Gasto medio por persona;Valor absoluto;2023T4;246,2
Viajes de puente;Gasto medio por persona;Valor absoluto;2023T3;240,67
Viajes de puente;Gasto medio por persona;Valor absoluto;2023T2;208,81
Viajes de puente;Gasto medio por persona;Valor absoluto;2023T1;219,23
Viajes de puente;Gasto medio por persona;Valor absoluto;2022T4;255,57
Viajes de puente;Gasto medio por persona;Valor absoluto;2022T3;228,82
Viajes de puente;Gasto medio por persona;Valor absoluto;2022T2;208,16
Viajes de puente;Gasto medio por persona;Valor absoluto;2022T1;187,43
Viajes de puente;Gasto medio por persona;Valor absoluto;2021T4;218,73
Viajes de puente;Gasto medio por persona;Valor absoluto;2021T3;172,09
Viajes de puente;Gasto medio por persona;Valor absoluto;2021T2;152,47
Viajes de puente;Gasto medio por persona;Valor absoluto;2021T1;79,51
Viajes de puente;Gasto medio por persona;Valor absoluto;2020T4;144,51
Viajes de puente;Gasto medio por persona;Valor absoluto;2020T3;126,87
Viajes de puente;Gasto medio por persona;Valor absoluto;2020T2;122,84
Viajes de puente;Gasto medio por persona;Valor absoluto;2020T1;187,54
Viajes de puente;Gasto medio por persona;Valor absoluto;2019T4;159,13
Viajes de puente;Gasto medio por persona;Valor absoluto;2019T3;205,14
Viajes de puente;Gasto medio por persona;Valor absoluto;2019T2;206,28
Viajes de puente;Gasto medio por persona;Valor absoluto;2019T1;208,83
Viajes de puente;Gasto medio por persona;Valor absoluto;2018T4;176,77
Viajes de puente;Gasto medio por persona;Valor absoluto;2018T3;181,01
Viajes de puente;Gasto medio por persona;Valor absoluto;2018T2;198,87
Viajes de puente;Gasto medio por persona;Valor absoluto;2018T1;244,21
Viajes de puente;Gasto medio por persona;Valor absoluto;2017T4;205,76
Viajes de puente;Gasto medio por persona;Valor absoluto;2017T3;168,41
Viajes de puente;Gasto medio por persona;Valor absoluto;2017T2;152,56
Viajes de puente;Gasto medio por persona;Valor absoluto;2017T1;196,17
Viajes de puente;Gasto medio por persona;Valor absoluto;2016T4;202,78
Viajes de puente;Gasto medio por persona;Valor absoluto;2016T3;151,21
Viajes de puente;Gasto medio por persona;Valor absoluto;2016T2;162,06
Viajes de puente;Gasto medio por persona;Valor absoluto;2016T1;148,63
Viajes de puente;Gasto medio por persona;Valor absoluto;2015T4;182,66
Viajes de puente;Gasto medio por persona;Valor absoluto;2015T3;112,97
Viajes de puente;Gasto medio por persona;Valor absoluto;2015T2;147,8
Viajes de puente;Gasto medio por persona;Valor absoluto;2015T1;157,64
Viajes de puente;Gasto medio por persona;Distribución porcentual;2024T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2024T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2024T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2023T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2023T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2023T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2023T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2022T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2022T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2022T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2022T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2021T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2021T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2021T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2021T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2020T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2020T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2020T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2020T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2019T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2019T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2019T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2019T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2018T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2018T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2018T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2018T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2017T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2017T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2017T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2017T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2016T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2016T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2016T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2016T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2015T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2015T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2015T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual;2015T1;
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2024T3;263,11
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2024T2;260,43
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2024T1;277,28
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2023T4;233,01
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2023T3;220,38
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2023T2;210,93
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2023T1;219,23
