Tipo de viaje;Concepto turístico;Tipo de dato;Periodo;Total
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2022T4;4,77
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2022T3;10,87
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2022T2;19,85
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2022T1;8,14
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2021T4;1,69
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2021T3;1,62
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2021T2;1,11
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2021T1;6,88
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2020T4;-3,11
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2020T3;-4,1
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2020T2;-8,48
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2020T1;-12,32
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2019T4;6,04
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2019T3;9,81
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2019T2;12,22
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2019T1;14,61
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2018T4;4,92
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2018T3;2,97
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2018T2;4,57
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2018T1;12,37
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2017T4;-12,95
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2017T3;-8,79
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2017T2;-10,06
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2017T1;-14,25
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2016T4;2,53
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2016T3;1,1
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2016T2;-2,06
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2016T1;-5,17
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2015T4;
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2015T3;
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2015T2;
Desplazamiento al centro de trabajo;Duración media de los viajes;Variación anual del acumulado en lo que va de año;2015T1;
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2024T3;7.148.337
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2024T2;6.626.566
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2024T1;7.395.649
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2023T4;9.572.774
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2023T3;7.841.007
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2023T2;9.254.382
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2023T1;10.019.346
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2022T4;8.460.695
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2022T3;7.436.384
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2022T2;9.985.995
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2022T1;8.450.877
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2021T4;8.055.035
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2021T3;7.559.715
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2021T2;8.222.612
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2021T1;7.665.009
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2020T4;8.083.396
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2020T3;7.445.409
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2020T2;3.306.974
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2020T1;7.247.696
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2019T4;8.377.399
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2019T3;7.476.804
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2019T2;7.914.529
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2019T1;7.571.266
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2018T4;8.023.345
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2018T3;7.472.296
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2018T2;8.351.341
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2018T1;7.995.217
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2017T4;7.364.552
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2017T3;7.789.183
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2017T2;8.285.807
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2017T1;7.325.937
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2016T4;8.704.078
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2016T3;9.129.892
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2016T2;8.796.656
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2016T1;4.794.494
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2015T4;10.372.554
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2015T3;7.227.900
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2015T2;13.246.300
Desplazamiento al centro de trabajo;Pernoctaciones;Valor absoluto;2015T1;9.497.107
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2024T3;1,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2024T2;4,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2024T1;5,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2023T4;6,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2023T3;2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2023T2;5,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2023T1;8,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2022T4;6,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2022T3;2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2022T2;6,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2022T1;8,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2021T4;6,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2021T3;2,1
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2021T2;8,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2021T1;14,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2020T4;12,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2020T3;2,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2020T2;8,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2020T1;7,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2019T4;6,6
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2019T3;2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2019T2;5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2019T1;5,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2018T4;6,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2018T3;1,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2018T2;5,3
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2018T1;6,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2017T4;5,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2017T3;1,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2017T2;5,3
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2017T1;6,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2016T4;6,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2016T3;2,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2016T2;6,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2016T1;3,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2015T4;8,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2015T3;1,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2015T2;8,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual;2015T1;9,1
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2024T3;21.170.551
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2024T2;14.022.215
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2024T1;7.395.649
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2023T4;36.687.509
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2023T3;27.114.735
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2023T2;19.273.728
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2023T1;10.019.346
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2022T4;34.333.951
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2022T3;25.873.256
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2022T2;18.436.872
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2022T1;8.450.877
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2021T4;31.502.371
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2021T3;23.447.337
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2021T2;15.887.621
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2021T1;7.665.009
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2020T4;26.083.475
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2020T3;18.000.079
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2020T2;10.554.670
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2020T1;7.247.696
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2019T4;31.339.998
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2019T3;22.962.599
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2019T2;15.485.795
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2019T1;7.571.266
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2018T4;31.842.200
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2018T3;23.818.855
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2018T2;16.346.559
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2018T1;7.995.217
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2017T4;30.765.478
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2017T3;23.400.927
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2017T2;15.611.743
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2017T1;7.325.937
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2016T4;31.425.120
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2016T3;22.721.043
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2016T2;13.591.150
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2016T1;4.794.494
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2015T4;40.343.861
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2015T3;29.971.307
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2015T2;22.743.407
Desplazamiento al centro de trabajo;Pernoctaciones;Acumulado en lo que va de año;2015T1;9.497.107
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2024T3;3,1
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2024T2;4,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2024T1;5,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2023T4;4,6
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2023T3;4,1
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2023T2;7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2023T1;8,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2022T4;4,6
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2022T3;4,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2022T2;7,3
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2022T1;8,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2021T4;5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2021T3;4,6
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2021T2;10,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2021T1;14,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2020T4;5,3
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2020T3;4,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2020T2;7,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2020T1;7,2
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2019T4;3,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2019T3;3,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2019T2;5,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2019T1;5,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2018T4;4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2018T3;3,6
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2018T2;5,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2018T1;6,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2017T4;3,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2017T3;3,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2017T2;5,7
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2017T1;6,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2016T4;4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2016T3;3,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2016T2;5,1
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2016T1;3,5
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2015T4;5,4
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2015T3;4,8
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2015T2;8,9
Desplazamiento al centro de trabajo;Pernoctaciones;Distribución porcentual del acumulado;2015T1;9,1
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2024T3;-8,83
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2024T2;-28,4
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2024T1;-26,19
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2023T4;13,14
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2023T3;5,44
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2023T2;-7,33
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2023T1;18,56
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2022T4;5,04
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2022T3;-1,63
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2022T2;21,45
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2022T1;10,25
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2021T4;-0,35
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2021T3;1,54
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2021T2;148,64
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2021T1;5,76
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2020T4;-3,51
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2020T3;-0,42
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2020T2;-58,22
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2020T1;-4,27
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2019T4;4,41
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2019T3;0,06
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2019T2;-5,23
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2019T1;-5,3
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2018T4;8,95
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2018T3;-4,07
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2018T2;0,79
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2018T1;9,14
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2017T4;-15,39
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2017T3;-14,68
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2017T2;-5,81
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2017T1;52,8
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2016T4;-16,09
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2016T3;26,31
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2016T2;-33,59
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2016T1;-49,52
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2015T4;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2015T3;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2015T2;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual;2015T1;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T3;-21,92
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T2;-27,25
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2024T1;-26,19
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T4;6,85
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T3;4,8
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T2;4,54
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2023T1;18,56
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T4;8,99
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T3;10,35
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T2;16,05
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2022T1;10,25
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T4;20,78
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T3;30,26
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T2;50,53
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2021T1;5,76
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T4;-16,77
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T3;-21,61
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T2;-31,84
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2020T1;-4,27
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T4;-1,58
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T3;-3,59
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T2;-5,27
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2019T1;-5,3
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T4;3,5
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T3;1,79
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T2;4,71
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2018T1;9,14
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T4;-2,1
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T3;2,99
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T2;14,87
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2017T1;52,8
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T4;-22,11
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T3;-24,19
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T2;-40,24
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2016T1;-49,52
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T4;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T3;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T2;
Desplazamiento al centro de trabajo;Pernoctaciones;Variación anual del acumulado en lo que va de año;2015T1;
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2024T3;542.060,66
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2024T2;568.502,03
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2024T1;588.376,65
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2023T4;692.901,59
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2023T3;674.159,78
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2023T2;767.752,59
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2023T1;816.902,53
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2022T4;797.246,17
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2022T3;596.401,10
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2022T2;850.465,33
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2022T1;662.865,18
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2021T4;544.916,75
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2021T3;419.543,23
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2021T2;517.373,96
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2021T1;545.757,44
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2020T4;497.504,99
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2020T3;365.416,43
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2020T2;195.723,61
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2020T1;512.736,73
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2019T4;558.888,59
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2019T3;418.093,93
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2019T2;563.417,70
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2019T1;547.311,49
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2018T4;549.956,64
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2018T3;439.392,11
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2018T2;616.822,17
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2018T1;567.084,91
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2017T4;428.029,78
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2017T3;369.201,57
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2017T2;548.491,80
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2017T1;576.706,83
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2016T4;580.983,98
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2016T3;396.998,14
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2016T2;477.809,77
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2016T1;261.650,54
Desplazamiento al centro de trabajo;Gasto total;Valor absoluto;2015T4;625.745,52
